"TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH","NUMERIC_PRECISION","NUMERIC_SCALE","IS_NULLABLE","ORDINAL_POSITION"
"cumplimiento","caso_cumplimiento","fecha_apertura","datetime2","","","","NO","6"
"cumplimiento","caso_cumplimiento","fecha_cierre","datetime2","","","","YES","7"
"cumplimiento","caso_cumplimiento","conclusiones","nvarchar","2000","","","YES","8"
"cumplimiento","caso_cumplimiento","usuario_asignado","nvarchar","100","","","YES","9"
"cumplimiento","caso_cumplimiento","usuario_cierre","nvarchar","100","","","YES","10"
"cumplimiento","coincidencia_lista","id_coincidencia_lista","bigint","","19","0","NO","1"
"cumplimiento","coincidencia_lista","id_persona_pla","bigint","","19","0","NO","2"
"cumplimiento","coincidencia_lista","id_lista_restrictiva","bigint","","19","0","NO","3"
"cumplimiento","coincidencia_lista","porcentaje_coincidencia","decimal","","8","4","NO","4"
"cumplimiento","coincidencia_lista","coincidencia_confirmada","bit","","","","NO","5"
"cumplimiento","coincidencia_lista","estado_revision","nvarchar","30","","","NO","6"
"cumplimiento","coincidencia_lista","observacion","nvarchar","1000","","","YES","7"
"cumplimiento","coincidencia_lista","usuario_revision","nvarchar","100","","","YES","8"
"cumplimiento","coincidencia_lista","fecha_revision","datetime2","","","","YES","9"
"cumplimiento","coincidencia_lista","fecha_creacion","datetime2","","","","NO","10"
"cumplimiento","coincidencia_lista_cliente","id_coincidencia_lista","bigint","","19","0","NO","1"
"cumplimiento","coincidencia_lista_cliente","id_cliente","bigint","","19","0","NO","2"
"cumplimiento","coincidencia_lista_cliente","id_expediente_regulatorio","bigint","","19","0","YES","3"
"cumplimiento","coincidencia_lista_cliente","id_lista_control","bigint","","19","0","NO","4"
"cumplimiento","coincidencia_lista_cliente","nombre_detectado","nvarchar","300","","","NO","5"
"cumplimiento","coincidencia_lista_cliente","identificador_detectado","nvarchar","80","","","YES","6"
"cumplimiento","coincidencia_lista_cliente","porcentaje_coincidencia","decimal","","5","2","NO","7"
"cumplimiento","coincidencia_lista_cliente","estado_revision","nvarchar","20","","","NO","8"
"cumplimiento","coincidencia_lista_cliente","fecha_deteccion","datetime2","","","","NO","9"
"cumplimiento","coincidencia_lista_cliente","fecha_revision","datetime2","","","","YES","10"
"cumplimiento","coincidencia_lista_cliente","conclusion_revision","nvarchar","500","","","YES","11"
"cumplimiento","coincidencia_lista_cliente","usuario_revision","nvarchar","100","","","YES","12"
"cumplimiento","declaracion_beneficiario_final_cliente","id_declaracion_beneficiario","bigint","","19","0","NO","1"
"cumplimiento","declaracion_beneficiario_final_cliente","id_cliente","bigint","","19","0","NO","2"
"cumplimiento","declaracion_beneficiario_final_cliente","id_expediente_regulatorio","bigint","","19","0","YES","3"
"cumplimiento","declaracion_beneficiario_final_cliente","nombres_beneficiario","nvarchar","150","","","NO","4"
"cumplimiento","declaracion_beneficiario_final_cliente","apellidos_beneficiario","nvarchar","150","","","NO","5"
"cumplimiento","declaracion_beneficiario_final_cliente","cedula_beneficiario","nvarchar","50","","","YES","6"
"cumplimiento","declaracion_beneficiario_final_cliente","parentesco_o_relacion","nvarchar","80","","","YES","7"
"cumplimiento","declaracion_beneficiario_final_cliente","porcentaje_participacion","decimal","","5","2","YES","8"
"cumplimiento","declaracion_beneficiario_final_cliente","es_pep","bit","","","","NO","9"
"cumplimiento","declaracion_beneficiario_final_cliente","observacion","nvarchar","500","","","YES","10"
"cumplimiento","declaracion_beneficiario_final_cliente","fecha_declaracion","date","","","","NO","11"
"cumplimiento","declaracion_beneficiario_final_cliente","usuario_registro","nvarchar","100","","","YES","12"
"cumplimiento","declaracion_beneficiario_final_cliente","fecha_registro","datetime2","","","","NO","13"
"cumplimiento","declaracion_origen_fondos_cliente","id_declaracion_origen_fondos","bigint","","19","0","NO","1"
"cumplimiento","declaracion_origen_fondos_cliente","id_cliente","bigint","","19","0","NO","2"
"cumplimiento","declaracion_origen_fondos_cliente","id_expediente_regulatorio","bigint","","19","0","YES","3"
"cumplimiento","declaracion_origen_fondos_cliente","tipo_fuente_fondos","nvarchar","50","","","NO","4"
"cumplimiento","declaracion_origen_fondos_cliente","detalle_fuente_fondos","nvarchar","500","","","YES","5"
"cumplimiento","declaracion_origen_fondos_cliente","monto_estimado_mensual","decimal","","18","2","YES","6"
"cumplimiento","declaracion_origen_fondos_cliente","moneda","nvarchar","10","","","YES","7"
"cumplimiento","declaracion_origen_fondos_cliente","es_declaracion_jurada","bit","","","","NO","8"
"cumplimiento","declaracion_origen_fondos_cliente","fecha_declaracion","date","","","","NO","9"
"cumplimiento","declaracion_origen_fondos_cliente","vigencia_hasta","date","","","","YES","10"
"cumplimiento","declaracion_origen_fondos_cliente","soporte_documental_url","nvarchar","500","","","YES","11"
"cumplimiento","declaracion_origen_fondos_cliente","usuario_registro","nvarchar","100","","","YES","12"
"cumplimiento","declaracion_origen_fondos_cliente","fecha_registro","datetime2","","","","NO","13"
"cumplimiento","documento_expediente_cliente","id_documento_expediente","bigint","","19","0","NO","1"
"cumplimiento","documento_expediente_cliente","id_expediente_regulatorio","bigint","","19","0","NO","2"
"cumplimiento","documento_expediente_cliente","tipo_documento","nvarchar","50","","","NO","3"
"cumplimiento","documento_expediente_cliente","numero_documento","nvarchar","80","","","YES","4"
"cumplimiento","documento_expediente_cliente","fecha_emision","date","","","","YES","5"
"cumplimiento","documento_expediente_cliente","fecha_vencimiento","date","","","","YES","6"
"cumplimiento","documento_expediente_cliente","entidad_emisora","nvarchar","150","","","YES","7"
"cumplimiento","documento_expediente_cliente","archivo_url","nvarchar","500","","","YES","8"
"cumplimiento","documento_expediente_cliente","huella_documento","nvarchar","128","","","YES","9"
"cumplimiento","documento_expediente_cliente","validado","bit","","","","NO","10"
"cumplimiento","documento_expediente_cliente","fecha_validacion","datetime2","","","","YES","11"
"cumplimiento","documento_expediente_cliente","usuario_validacion","nvarchar","100","","","YES","12"
"cumplimiento","documento_expediente_cliente","observacion","nvarchar","500","","","YES","13"
"cumplimiento","documento_expediente_cliente","fecha_registro","datetime2","","","","NO","14"
"cumplimiento","documento_pla","id_documento_pla","bigint","","19","0","NO","1"
"cumplimiento","documento_pla","id_expediente_pla","bigint","","19","0","NO","2"
"cumplimiento","documento_pla","tipo_documento","nvarchar","100","","","NO","3"
"cumplimiento","documento_pla","nombre_archivo","nvarchar","255","","","YES","4"
"cumplimiento","documento_pla","ruta_archivo","nvarchar","500","","","YES","5"
"cumplimiento","documento_pla","fecha_documento","date","","","","YES","6"
"cumplimiento","documento_pla","fecha_vencimiento","date","","","","YES","7"
"cumplimiento","documento_pla","validado","bit","","","","NO","8"
"cumplimiento","documento_pla","observacion","nvarchar","1000","","","YES","9"
"cumplimiento","documento_pla","usuario_registro","nvarchar","100","","","YES","10"
"cumplimiento","documento_pla","fecha_creacion","datetime2","","","","NO","11"
"cumplimiento","evaluacion_kyc_cliente","id_evaluacion_kyc","bigint","","19","0","NO","1"
"cumplimiento","evaluacion_kyc_cliente","id_expediente_regulatorio","bigint","","19","0","NO","2"
"cumplimiento","evaluacion_kyc_cliente","fecha_evaluacion","datetime2","","","","NO","3"
"cumplimiento","evaluacion_kyc_cliente","actividad_economica","nvarchar","120","","","YES","4"
"cumplimiento","evaluacion_kyc_cliente","fuente_ingresos","nvarchar","200","","","YES","5"
"cumplimiento","evaluacion_kyc_cliente","ingreso_mensual_estimado","decimal","","18","2","YES","6"
"cumplimiento","evaluacion_kyc_cliente","patrimonio_estimado","decimal","","18","2","YES","7"
"cumplimiento","evaluacion_kyc_cliente","proposito_relacion","nvarchar","250","","","YES","8"
"cumplimiento","evaluacion_kyc_cliente","pais_residencia","nvarchar","100","","","YES","9"
"cumplimiento","evaluacion_kyc_cliente","pep","bit","","","","NO","10"
"cumplimiento","evaluacion_kyc_cliente","en_lista_sanciones","bit","","","","NO","11"
"cumplimiento","evaluacion_kyc_cliente","alerta_noticia_adversa","bit","","","","NO","12"
"cumplimiento","evaluacion_kyc_cliente","nivel_riesgo","nvarchar","20","","","NO","13"
"cumplimiento","evaluacion_kyc_cliente","resultado_evaluacion","nvarchar","30","","","NO","14"
"cumplimiento","evaluacion_kyc_cliente","vigencia_hasta","date","","","","YES","15"
"cumplimiento","evaluacion_kyc_cliente","vigente","bit","","","","NO","16"
"cumplimiento","evaluacion_kyc_cliente","observacion","nvarchar","500","","","YES","17"
"cumplimiento","evaluacion_kyc_cliente","usuario_evaluador","nvarchar","100","","","YES","18"
"cumplimiento","evaluacion_kyc_cliente","fecha_registro","datetime2","","","","NO","19"
"cumplimiento","expediente_pla","id_expediente_pla","bigint","","19","0","NO","1"
"cumplimiento","expediente_pla","id_persona_pla","bigint","","19","0","NO","2"
"cumplimiento","expediente_pla","estado_expediente","nvarchar","30","","","NO","3"
"cumplimiento","expediente_pla","nivel_riesgo_pla","nvarchar","20","","","NO","4"
"cumplimiento","expediente_pla","fecha_apertura","datetime2","","","","NO","5"
"cumplimiento","expediente_pla","fecha_actualizacion","datetime2","","","","YES","6"
"cumplimiento","expediente_pla","fecha_cierre","datetime2","","","","YES","7"
"cumplimiento","expediente_pla","observacion","nvarchar","1000","","","YES","8"
"cumplimiento","expediente_pla","usuario_responsable","nvarchar","100","","","YES","9"
"cumplimiento","expediente_regulatorio_cliente","id_expediente_regulatorio","bigint","","19","0","NO","1"
"cumplimiento","expediente_regulatorio_cliente","id_cliente","bigint","","19","0","NO","2"
"cumplimiento","expediente_regulatorio_cliente","codigo_expediente","nvarchar","50","","","NO","3"
"cumplimiento","expediente_regulatorio_cliente","estado_expediente","nvarchar","30","","","NO","4"
"cumplimiento","expediente_regulatorio_cliente","fecha_apertura","datetime2","","","","NO","5"
"cumplimiento","expediente_regulatorio_cliente","fecha_cierre","datetime2","","","","YES","6"
"cumplimiento","expediente_regulatorio_cliente","requiere_actualizacion","bit","","","","NO","7"
"cumplimiento","expediente_regulatorio_cliente","fecha_proxima_actualizacion","date","","","","YES","8"
"cumplimiento","expediente_regulatorio_cliente","observacion","nvarchar","500","","","YES","9"
"cumplimiento","expediente_regulatorio_cliente","usuario_responsable","nvarchar","100","","","YES","10"
"cumplimiento","expediente_regulatorio_cliente","activo","bit","","","","NO","11"
"cumplimiento","expediente_regulatorio_cliente","fecha_registro","datetime2","","","","NO","12"
"cumplimiento","expediente_regulatorio_cliente","fecha_actualizacion","datetime2","","","","YES","13"
"cumplimiento","lista_control_cumplimiento","id_lista_control","bigint","","19","0","NO","1"
"cumplimiento","lista_control_cumplimiento","nombre_lista","nvarchar","120","","","NO","2"
"cumplimiento","lista_control_cumplimiento","tipo_lista","nvarchar","30","","","NO","3"
"cumplimiento","lista_control_cumplimiento","entidad_fuente","nvarchar","150","","","YES","4"
"cumplimiento","lista_control_cumplimiento","fecha_carga","date","","","","NO","5"
"cumplimiento","lista_control_cumplimiento","activa","bit","","","","NO","6"
"cumplimiento","lista_control_cumplimiento","observacion","nvarchar","500","","","YES","7"
"cumplimiento","lista_control_cumplimiento","fecha_registro","datetime2","","","","NO","8"
"cumplimiento","lista_restrictiva","id_lista_restrictiva","bigint","","19","0","NO","1"
"cumplimiento","lista_restrictiva","nombre_lista","nvarchar","150","","","NO","2"
"cumplimiento","lista_restrictiva","nombre_persona","nvarchar","250","","","NO","3"
"cumplimiento","lista_restrictiva","numero_identificacion","nvarchar","50","","","YES","4"
"cumplimiento","lista_restrictiva","pais","nvarchar","100","","","YES","5"
"cumplimiento","lista_restrictiva","fuente","nvarchar","150","","","YES","6"
"cumplimiento","lista_restrictiva","fecha_publicacion","date","","","","YES","7"
"cumplimiento","lista_restrictiva","activo","bit","","","","NO","8"
"cumplimiento","lista_restrictiva","fecha_creacion","datetime2","","","","NO","9"
"cumplimiento","matriz_alerta_temprana","id_matriz_alerta_temprana","bigint","","19","0","NO","1"
"cumplimiento","matriz_alerta_temprana","codigo_alerta","nvarchar","30","","","NO","2"
"cumplimiento","matriz_alerta_temprana","nombre_alerta","nvarchar","200","","","NO","3"
"cumplimiento","matriz_alerta_temprana","descripcion_alerta","nvarchar","1000","","","NO","4"
"cumplimiento","matriz_alerta_temprana","nivel_riesgo","nvarchar","20","","","NO","5"
"cumplimiento","matriz_alerta_temprana","activa","bit","","","","NO","6"
"cumplimiento","matriz_alerta_temprana","fecha_creacion","datetime2","","","","NO","7"
"cumplimiento","parametro_alerta_aml","id_parametro_alerta_aml","bigint","","19","0","NO","1"
"cumplimiento","parametro_alerta_aml","codigo_parametro","nvarchar","50","","","NO","2"
"cumplimiento","parametro_alerta_aml","descripcion","nvarchar","300","","","NO","3"
"cumplimiento","parametro_alerta_aml","valor_numerico","decimal","","18","4","YES","4"
"cumplimiento","parametro_alerta_aml","valor_texto","nvarchar","120","","","YES","5"
"cumplimiento","parametro_alerta_aml","moneda","nvarchar","10","","","YES","6"
"cumplimiento","parametro_alerta_aml","fecha_vigencia_desde","date","","","","NO","7"
"cumplimiento","parametro_alerta_aml","fecha_vigencia_hasta","date","","","","YES","8"
"cumplimiento","parametro_alerta_aml","activo","bit","","","","NO","9"
"cumplimiento","parametro_alerta_aml","fecha_registro","datetime2","","","","NO","10"
"cumplimiento","perfil_transaccional","id_perfil_transaccional","bigint","","19","0","NO","1"
"cumplimiento","perfil_transaccional","id_persona_pla","bigint","","19","0","NO","2"
"cumplimiento","perfil_transaccional","moneda_principal","nvarchar","10","","","NO","3"
"cumplimiento","perfil_transaccional","ingreso_mensual_estimado","decimal","","18","2","YES","4"
"cumplimiento","perfil_transaccional","egreso_mensual_estimado","decimal","","18","2","YES","5"
